date,model,mode,timestamp,level,project_id,pass,total,reason,score,type,,,,
20251020-1,gemma3-12b,cascade,20251020-214045,1,20,0,26,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\start.py"", line 7, in <module>
    subprocess.run(['node', 'app.js'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'app.js']' returned non-zero exit status 1.
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\start.py"", line 7, in <module>
    subprocess.run(['node', 'app.js'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'app.js']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,1,0,11,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\1\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\1\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,2,0,9,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\2\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\2\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,3,0,16,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\3\server.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\3\start.py"", line 7, in <module>
    subprocess.run(['node', 'server.js'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'server.js']' returned non-zero exit status 1.
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\3\server.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\3\start.py"", line 7, in <module>
    subprocess.run(['node', 'server.js'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'server.js']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,4,0,17,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\server\index.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\server\index.js:2:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\server\\index.js'
  ]
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\start.py"", line 7, in <module>
    subprocess.run(['node', 'server/index.js'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'server/index.js']' returned non-zero exit status 1.
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\server\index.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\server\index.js:2:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\server\\index.js'
  ]
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\start.py"", line 7, in <module>
    subprocess.run(['node', 'server/index.js'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'server/index.js']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,5,0,13,N/A,0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,6,0,20,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,7,0,24,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,8,0,18,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\8\src\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\8\src\app.js:2:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\8\\src\\app.js'
  ]
}

Node.js v24.11.0
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\8\src\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\8\src\app.js:2:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\8\\src\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,9,0,13,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\9\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\9\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,10,0,21,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\10\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\10\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,11,0,8,N/A,0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,12,0,18,"Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\start.py"", line 4, in <module>
    subprocess.run(['npm', 'install'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 554, in run
    with Popen(*popenargs, **kwargs) as process:
         ~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 1039, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
    ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
                        pass_fds, cwd, env,
                        ^^^^^^^^^^^^^^^^^^^
    ...<5 lines>...
                        gid, gids, uid, umask,
                        ^^^^^^^^^^^^^^^^^^^^^^
                        start_new_session, process_group)
                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 1554, in _execute_child
    hp, ht, pid, tid = _winapi.CreateProcess(executable, args,
                       ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^
                             # no special security
                             ^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
                             cwd,
                             ^^^^
                             startupinfo)
                             ^^^^^^^^^^^^
FileNotFoundError: [WinError 2] ??????????????????????????????????????????????
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\start.py"", line 4, in <module>
    subprocess.run(['npm', 'install'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 554, in run
    with Popen(*popenargs, **kwargs) as process:
         ~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 1039, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
    ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
                        pass_fds, cwd, env,
                        ^^^^^^^^^^^^^^^^^^^
    ...<5 lines>...
                        gid, gids, uid, umask,
                        ^^^^^^^^^^^^^^^^^^^^^^
                        start_new_session, process_group)
                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 1554, in _execute_child
    hp, ht, pid, tid = _winapi.CreateProcess(executable, args,
                       ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^
                             # no special security
                             ^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
                             cwd,
                             ^^^^
                             startupinfo)
                             ^^^^^^^^^^^^
FileNotFoundError: [WinError 2] ??????????????????????????????????????????????
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,13,0,25,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,14,0,5,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,15,0,3,N/A,0,Web,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,16,0,9,N/A,0,Console/Batch,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,17,2,6,N/A,0.333333333,Console/Batch,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,18,1,14,N/A,0.071428571,Console/Batch,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,19,0,8,N/A,0,Console/Batch,,,,
20251020-1,gemma3-12b,cascade,20251020-222603,2,20,0,26,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\start.py"", line 7, in <module>
    subprocess.run(['node', 'app.js'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'app.js']' returned non-zero exit status 1.
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\start.py"", line 7, in <module>
    subprocess.run(['node', 'app.js'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'app.js']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,gemma3-12b,direct,20251021-170829,1,1,8,11,N/A,0.727272727,Web,,,,
